Timestamp,Please enter your age:,Please Choose your gender:,Marital Status:,What is your profession?,What is your monthly income?,How would you describe your family?,What is the total number of members in your family?,"What is the approximate ""average"" age of your family?",The number of Adults in your family,The number of Children in your family,How would you describe your area of residence?,How many people earn for your family?,What is your family's monthly income?,Has any of your family members contracted COVID-19?,Have you lost any family member(s) due to COVID-19?,How would you describe the ease of access to the nearest medical support from your area of residence?,How would you describe the feeling of love in your family?,The lockdown period has allowed your family members to enjoy the time they spend together.,Your family is satisfied with how things are during lockdown.,Your family is thankful with what they have during the lockdown period.,Do you sense fear within the family?,Do you sense anxiety within the family?,How often do fights break out between family members?,Your family members understand and respect each others personal privacy.,What are your Family Reactions whenever a difficult situation arises?,What is the general reaction of the family when there is some form of good news?
8/26/2021 2:40:33,22,Female,Unmarried,Student,I do not have any income at the moment,Nuclear Family,4,25,3,1,Urban Area,1,"40,000 - 69,999 BDT",Yes,No,Far but Manageable,It is the same as before the lockdown period,Agree,Neutral,Neutral,Not at all.,I do feel it sometimes.,I haven't paid attention.,Agree,Usually leave it to the elders of the family to deal with it.,We all celebrate together and hope for an even better thing in the future.
8/26/2021 9:26:21,23,Male,Unmarried,Student,I do not have any income at the moment,Nuclear Family,4,33,3,1,Suburban Area,1,"10,000 - 39,000 BDT",No,No,Close but Hard to Manage,It is the same as before the lockdown period,Agree,Disagree,Agree,Not at all.,Not at all.,There hasn't been any major issue that would cause a fight.,Strongly Agree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,We all celebrate together and hope for an even better thing in the future.
8/26/2021 14:59:05,23,Male,Unmarried,Student,I do not have any income at the moment,Nuclear Family,4,40,4,0,Rural Area,2,"40,000 - 69,999 BDT",No,No,Close & Manageable.,It has increased a lot during the lockdown period,Strongly Agree,Agree,Neutral,Not at all.,Not at all.,Problems are often resolved before fights break out.,Agree,Things get a bit uneasy at times but we try our best to deal with the situation,We all celebrate together and hope for an even better thing in the future.
8/26/2021 15:06:44,23,Male,Unmarried,Student,I do not have any income at the moment,Nuclear Family,4,42,4,0,Urban Area,1,"More than 100,000 BDT",Yes,No,Close & Manageable.,It has slightly increased during the lockdown period,Neutral,Disagree,Disagree,I do feel it sometimes.,I don't feel like there is.,There hasn't been any major issue that would cause a fight.,Neutral,Things get a bit uneasy at times but we try our best to deal with the situation,We all celebrate together and hope for an even better thing in the future.
8/26/2021 15:14:51,23,Female,Unmarried,Student,I do not have any income at the moment,Nuclear Family,5,25,3,2,Urban Area,1,"70,000 - 100,000 BDT",Yes,No,Close but Hard to Manage,It has slightly increased during the lockdown period,Neutral,Disagree,Strongly Agree,I haven't paid attention.,I do feel it sometimes.,There are fights sometimes.,Disagree,Usually leave it to the elders of the family to deal with it.,We all celebrate together and hope for an even better thing in the future.
8/26/2021 21:45:46,22,Male,Unmarried,Student,I do not have any income at the moment,Nuclear Family,5,55,1,1,Rural Area,1,"Less than 10,000 BDT",Asymptomatic,No,Close but Hard to Manage,It is the same as before the lockdown period,Neutral,Disagree,Strongly Disagree,I do feel it sometimes.,I don't feel like there is.,There are fights sometimes.,Agree,Things get a bit uneasy at times but we try our best to deal with the situation,There is very little celebration on such occasions.
8/27/2021 12:52:34,22,Female,Unmarried,Student,I do not have any income at the moment,Nuclear Family,4,32,4,0,Rural Area,1,"70,000 - 100,000 BDT",No,No,Close but Hard to Manage,It is the same as before the lockdown period,Agree,Agree,Neutral,I don't feel like there is.,I do feel it sometimes.,Problems are often resolved before fights break out.,Strongly Agree,Things get a bit uneasy at times but we try our best to deal with the situation,We all celebrate together and hope for an even better thing in the future.
8/27/2021 13:56:05,22,Female,Unmarried,Student,I do not have any income at the moment,Nuclear Family,3,50,3,0,Suburban Area,1,"70,000 - 100,000 BDT",Yes,No,Close but Hard to Manage,It has slightly decreased during the lockdown period,Disagree,Agree,Strongly Agree,I do feel it sometimes.,I do feel it sometimes.,There are fights sometimes.,Neutral,Things get a bit uneasy at times but we try our best to deal with the situation,There is very little celebration on such occasions.
8/27/2021 14:32:54,19,Female,Unmarried,Student,I do not have any income at the moment,Nuclear Family,4,36.25,4,0,Urban Area,2,"70,000 - 100,000 BDT",No,No,Close & Manageable.,It has slightly decreased during the lockdown period,Disagree,Disagree,Neutral,I do feel it sometimes.,I don't feel like there is.,There are fights sometimes.,Disagree,Things get a bit uneasy at times but we try our best to deal with the situation,There is very little celebration on such occasions.
8/27/2021 18:55:21,15,Male,Unmarried,Student,I do not have any income at the moment,Nuclear Family,5,30,4,1,Urban Area,1,"10,000 - 39,000 BDT",Yes,No,Far but Manageable,It has increased a lot during the lockdown period,Strongly Agree,Strongly Agree,Strongly Agree,Not at all.,Not at all.,There hasn't been any major issue that would cause a fight.,Strongly Agree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,We all celebrate together and hope for an even better thing in the future.
8/27/2021 19:38:09,15,Male,Decline to respond,Student,I do not have any income at the moment,Nuclear Family,3,33,2,1,Urban Area,1,"10,000 - 39,000 BDT",No,No,Close & Manageable.,It has slightly decreased during the lockdown period,Agree,Neutral,Agree,I do feel it sometimes.,I do feel it sometimes.,Problems are often resolved before fights break out.,Agree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,We all celebrate together and hope for an even better thing in the future.
8/27/2021 19:51:59,40,Male,Married,Personal Business,I do not have any income at the moment,Nuclear Family,4,15,2,2,Urban Area,1,"Less than 10,000 BDT",Yes,No,Close but Hard to Manage,It has decreased a lot during the lockdown period,Agree,Neutral,Agree,I do feel it sometimes.,I do feel it sometimes.,Problems are often resolved before fights break out.,Agree,Things get a bit uneasy at times but we try our best to deal with the situation,There is very little celebration on such occasions.
8/28/2021 0:27:06,17,Male,Unmarried,Student,I do not have any income at the moment,Nuclear Family,5,32,4,1,Urban Area,1,"Less than 10,000 BDT",Yes,No,Close & Manageable.,It has slightly decreased during the lockdown period,Neutral,Disagree,Neutral,I do feel it sometimes.,I do feel it sometimes.,Problems are often resolved before fights break out.,Neutral,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,There is very little celebration on such occasions.
8/28/2021 10:53:11,24,Male,Unmarried,Student,"Less than 10,000 BDT",Nuclear Family,6,40,5,1,Suburban Area,2,"70,000 - 100,000 BDT",Yes,No,Far but Manageable,It has slightly decreased during the lockdown period,Agree,Disagree,Agree,Not at all.,I do feel it sometimes.,There are fights sometimes.,Strongly Agree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,We all celebrate together and hope for an even better thing in the future.
8/28/2021 13:49:55,20,Male,Unmarried,Student,I do not have any income at the moment,Nuclear Family,4,40,3,1,Urban Area,2,"70,000 - 100,000 BDT",No,No,Close & Manageable.,It is the same as before the lockdown period,Neutral,Strongly Disagree,Strongly Disagree,Not at all.,Not at all.,I haven't paid attention.,Strongly Agree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,We all celebrate together and hope for an even better thing in the future.
8/28/2021 18:59:56,15,Female,Unmarried,Student,I do not have any income at the moment,Nuclear Family,4,26,2,2,Suburban Area,1,"Less than 10,000 BDT",No,No,Far but Hard to Manage,It is the same as before the lockdown period,Neutral,Strongly Disagree,Strongly Disagree,I do feel it most of the time.,I do feel it most of the time.,I haven't paid attention.,Strongly Disagree,Things are always out of control. No one is responsible at times like these.,There is very little celebration on such occasions.
8/28/2021 21:25:35,23,Male,Unmarried,Student,I do not have any income at the moment,Nuclear Family,4,38,3,1,Urban Area,1,Decline to respond,No,No,Far but Hard to Manage,It is the same as before the lockdown period,Agree,Strongly Agree,Strongly Agree,I do feel it sometimes.,I do feel it sometimes.,There are fights sometimes.,Neutral,Usually leave it to the elders of the family to deal with it.,There is very little celebration on such occasions.
8/28/2021 22:49:25,21,Male,Unmarried,Student,"Less than 10,000 BDT",Nuclear Family,5,34,4,1,Urban Area,2,"More than 100,000 BDT",No,No,Close & Manageable.,It is the same as before the lockdown period,Agree,Neutral,Neutral,Not at all.,Not at all.,There hasn't been any major issue that would cause a fight.,Neutral,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,We all celebrate together and hope for an even better thing in the future.
8/29/2021 0:47:38,22,Male,Unmarried,Student,I do not have any income at the moment,Nuclear Family,8,65,7,1,Urban Area,2,"10,000 - 39,000 BDT",No,No,Close & Manageable.,It is the same as before the lockdown period,Agree,Disagree,Disagree,I do feel it most of the time.,I do feel it sometimes.,Problems are often resolved before fights break out.,Strongly Agree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,We all celebrate together and hope for an even better thing in the future.
8/29/2021 0:51:34,24,Female,Unmarried,Student,I do not have any income at the moment,Nuclear Family,4,40,4,0,Urban Area,1,"70,000 - 100,000 BDT",No,No,Close & Manageable.,It has slightly decreased during the lockdown period,Neutral,Disagree,Disagree,I do feel it sometimes.,I do feel it sometimes.,Problems are often resolved before fights break out.,Neutral,Things get a bit uneasy at times but we try our best to deal with the situation,We all celebrate together and hope for an even better thing in the future.
8/29/2021 1:29:50,23,Female,Unmarried,Student,I do not have any income at the moment,Extended Family,10,44,10,0,Urban Area,5,"More than 100,000 BDT",Yes,No,Close but Hard to Manage,It has increased a lot during the lockdown period,Strongly Agree,Neutral,Agree,I do feel it sometimes.,I do feel it sometimes.,There are fights sometimes.,Disagree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,We all celebrate together and hope for an even better thing in the future.
8/29/2021 8:00:45,23,Male,Unmarried,Student,I do not have any income at the moment,Nuclear Family,5,28,4,1,Urban Area,1,Decline to respond,Yes,No,Close & Manageable.,It has increased a lot during the lockdown period,Strongly Agree,Strongly Agree,Strongly Agree,Not at all.,Not at all.,There hasn't been any major issue that would cause a fight.,Strongly Agree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,We all celebrate together and hope for an even better thing in the future.
8/29/2021 9:21:29,19,Male,Unmarried,Student,I do not have any income at the moment,Nuclear Family,4,20,3,1,Urban Area,3,Decline to respond,Yes,No,Close but Hard to Manage,It has increased a lot during the lockdown period,Strongly Agree,Disagree,Neutral,I don't feel like there is.,I haven't paid attention.,There hasn't been any major issue that would cause a fight.,Neutral,Usually leave it to the elders of the family to deal with it.,We all celebrate together and hope for an even better thing in the future.
8/30/2021 23:43:46,23,Male,Unmarried,Student,I do not have any income at the moment,Nuclear Family,6,47,6,0,Urban Area,2,"70,000 - 100,000 BDT",Yes,No,Close & Manageable.,It has increased a lot during the lockdown period,Agree,Agree,Agree,I don't feel like there is.,I do feel it sometimes.,There hasn't been any major issue that would cause a fight.,Agree,All of us come together and work towards a solution and try to find some form of entertainment while doing so.,There is very little celebration on such occasions.
